,product_id,product_name,category,reorder_level,unit_price,inventory_id,last_updated,warehouse_id,stock_status,days_since_update,stock_value,total_current_stock,avg_order_size,movement_category,orders_per_month,last_order_date,days_since_last_order,supplier_id,supplier_name,location_name,quantity_available,stock_level_numeric,movement_score,current_month,current_quarter,needs_reorder
14,P00002,Pressure1,Electronics,137,467.87,INVP00002W004,2025-02-17,W004,ADEQUATE,157,186212.25805664062,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"Hillstad",398.0,4,4,7,3,0
15,P00002,Pressure1,Electronics,137,467.87,INVP00002W005,2025-05-15,W005,ADEQUATE,70,183872.9080810547,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"South Nicholasport",393.0,4,4,7,3,0
16,P00002,Pressure1,Electronics,137,467.87,INVP00002W006,2025-03-30,W006,ADEQUATE,116,141764.6085205078,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"New Robin",303.0,4,4,7,3,0
17,P00002,Pressure1,Electronics,137,467.87,INVP00002W007,2025-04-20,W007,REORDER_NEEDED,95,21989.889770507812,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"Kurtbury",47.0,2,4,7,3,1
18,P00002,Pressure1,Electronics,137,467.87,INVP00002W008,2025-03-04,W008,ADEQUATE,142,100124.17895507812,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"North Davidton",214.0,4,4,7,3,0
19,P00002,Pressure1,Electronics,137,467.87,INVP00002W009,2025-03-27,W009,REORDER_NEEDED,119,12164.619873046875,67676.0,47.3571,FAST_MOVING,93.33,2025-07-19,5,,,"Marystad",26.0,2,4,7,3,1
20,P00003,Free2,Tools,30,115.44,INVP00003W000,2025-07-09,W000,ADEQUATE,15,15468.960327148438,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Robertmouth",134.0,4,4,7,3,0
21,P00003,Free2,Tools,30,115.44,INVP00003W001,2025-02-11,W001,ADEQUATE,163,30245.280639648438,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Port Ryanshire",262.0,4,4,7,3,0
22,P00003,Free2,Tools,30,115.44,INVP00003W002,2025-07-13,W002,ADEQUATE,11,14430.000305175781,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Stephaniehaven",125.0,4,4,7,3,0
23,P00003,Free2,Tools,30,115.44,INVP00003W003,2025-05-02,W003,ADEQUATE,83,32900.40069580078,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Port Gregory",285.0,4,4,7,3,0
24,P00003,Free2,Tools,30,115.44,INVP00003W004,2025-03-20,W004,ADEQUATE,126,19624.800415039062,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Hillstad",170.0,4,4,7,3,0
25,P00003,Free2,Tools,30,115.44,INVP00003W005,2025-01-24,W005,ADEQUATE,181,26666.640563964844,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"South Nicholasport",231.0,4,4,7,3,0
26,P00003,Free2,Tools,30,115.44,INVP00003W006,2025-07-11,W006,ADEQUATE,13,36479.040771484375,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"New Robin",316.0,4,4,7,3,0
27,P00003,Free2,Tools,30,115.44,INVP00003W007,2025-05-29,W007,ADEQUATE,56,34978.320739746094,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Kurtbury",303.0,4,4,7,3,0
28,P00003,Free2,Tools,30,115.44,INVP00003W008,2025-03-15,W008,ADEQUATE,131,21933.600463867188,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"North Davidton",190.0,4,4,7,3,0
29,P00003,Free2,Tools,30,115.44,INVP00003W009,2025-04-15,W009,ADEQUATE,100,29783.520629882812,36384.0,48.5,FAST_MOVING,53.33,2025-06-27,27,,,"Marystad",258.0,4,4,7,3,0
30,P00004,South3,Furniture,49,220.96,INVP00004W000,2025-03-18,W000,ADEQUATE,128,54135.20164489746,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Robertmouth",245.0,4,4,7,3,0
31,P00004,South3,Furniture,49,220.96,INVP00004W001,2025-05-15,W001,ADEQUATE,70,19444.480590820312,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Port Ryanshire",88.0,4,4,7,3,0
32,P00004,South3,Furniture,49,220.96,INVP00004W002,2025-03-10,W002,ADEQUATE,136,99652.9630279541,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Stephaniehaven",451.0,4,4,7,3,0
33,P00004,South3,Furniture,49,220.96,INVP00004W003,2025-05-10,W003,ADEQUATE,75,73579.68223571777,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Port Gregory",333.0,4,4,7,3,0
34,P00004,South3,Furniture,49,220.96,INVP00004W004,2025-05-19,W004,ADEQUATE,66,18118.72055053711,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Hillstad",82.0,4,4,7,3,0
35,P00004,South3,Furniture,49,220.96,INVP00004W005,2025-06-17,W005,ADEQUATE,37,51704.64157104492,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"South Nicholasport",234.0,4,4,7,3,0
36,P00004,South3,Furniture,49,220.96,INVP00004W006,2025-02-13,W006,ADEQUATE,161,83964.80255126953,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"New Robin",380.0,4,4,7,3,0
37,P00004,South3,Furniture,49,220.96,INVP00004W007,2025-06-05,W007,ADEQUATE,49,53914.241638183594,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Kurtbury",244.0,4,4,7,3,0
38,P00004,South3,Furniture,49,220.96,INVP00004W008,2025-06-20,W008,REORDER_NEEDED,34,2430.560073852539,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"North Davidton",11.0,2,4,7,3,1
39,P00004,South3,Furniture,49,220.96,INVP00004W009,2025-05-28,W009,ADEQUATE,57,89488.80271911621,66771.0,46.037,FAST_MOVING,90.0,2025-07-21,3,,,"Marystad",405.0,4,4,7,3,0
40,P00005,Bill4,Electronics,194,37.82,INVP00005W000,2025-04-27,W000,REORDER_NEEDED,88,5521.719955444336,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Robertmouth",146.0,2,4,7,3,1
41,P00005,Bill4,Electronics,194,37.82,INVP00005W001,2025-05-27,W001,REORDER_NEEDED,58,529.4799957275391,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Port Ryanshire",14.0,2,4,7,3,1
42,P00005,Bill4,Electronics,194,37.82,INVP00005W002,2025-02-09,W002,REORDER_NEEDED,165,4727.499961853027,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Stephaniehaven",125.0,2,4,7,3,1
43,P00005,Bill4,Electronics,194,37.82,INVP00005W003,2025-03-10,W003,ADEQUATE,136,11194.719909667969,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Port Gregory",296.0,4,4,7,3,0
44,P00005,Bill4,Electronics,194,37.82,INVP00005W004,2025-01-11,W004,REORDER_NEEDED,194,6996.6999435424805,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Hillstad",185.0,2,4,7,3,1
45,P00005,Bill4,Electronics,194,37.82,INVP00005W005,2025-06-06,W005,ADEQUATE,48,11535.099906921387,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"South Nicholasport",305.0,4,4,7,3,0
46,P00005,Bill4,Electronics,194,37.82,INVP00005W006,2025-06-28,W006,REORDER_NEEDED,26,2420.47998046875,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"New Robin",64.0,2,4,7,3,1
47,P00005,Bill4,Electronics,194,37.82,INVP00005W007,2025-05-03,W007,REORDER_NEEDED,82,5635.179954528809,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Kurtbury",149.0,2,4,7,3,1
48,P00005,Bill4,Electronics,194,37.82,INVP00005W008,2025-03-04,W008,LOW_STOCK,142,10287.039916992188,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"North Davidton",272.0,3,4,7,3,0
49,P00005,Bill4,Electronics,194,37.82,INVP00005W009,2025-06-05,W009,ADEQUATE,49,16338.239868164062,63616.0,50.5625,FAST_MOVING,106.67,2025-07-15,9,,,"Marystad",432.0,4,4,7,3,0
50,P00006,Minute5,Clothing,168,327.26,INVP00006W000,2025-03-08,W000,REORDER_NEEDED,138,51052.5615234375,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Robertmouth",156.0,2,4,7,3,1
51,P00006,Minute5,Clothing,168,327.26,INVP00006W001,2025-01-22,W001,ADEQUATE,183,114868.26342773438,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Port Ryanshire",351.0,4,4,7,3,0
52,P00006,Minute5,Clothing,168,327.26,INVP00006W002,2025-07-03,W002,REORDER_NEEDED,21,19308.340576171875,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Stephaniehaven",59.0,2,4,7,3,1
53,P00006,Minute5,Clothing,168,327.26,INVP00006W003,2025-03-15,W003,LOW_STOCK,131,57925.021728515625,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Port Gregory",177.0,3,4,7,3,0
54,P00006,Minute5,Clothing,168,327.26,INVP00006W004,2025-03-14,W004,ADEQUATE,132,146612.484375,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Hillstad",448.0,4,4,7,3,0
55,P00006,Minute5,Clothing,168,327.26,INVP00006W005,2025-06-28,W005,ADEQUATE,26,115195.5234375,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"South Nicholasport",352.0,4,4,7,3,0
56,P00006,Minute5,Clothing,168,327.26,INVP00006W006,2025-02-09,W006,ADEQUATE,165,83124.04248046875,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"New Robin",254.0,4,4,7,3,0
57,P00006,Minute5,Clothing,168,327.26,INVP00006W007,2025-03-27,W007,REORDER_NEEDED,119,30762.44091796875,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Kurtbury",94.0,2,4,7,3,1
58,P00006,Minute5,Clothing,168,327.26,INVP00006W008,2025-06-25,W008,LOW_STOCK,29,63161.181884765625,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"North Davidton",193.0,3,4,7,3,0
59,P00006,Minute5,Clothing,168,327.26,INVP00006W009,2025-02-02,W009,ADEQUATE,172,89014.72265625,61256.0,50.7308,FAST_MOVING,86.67,2025-07-21,3,,,"Marystad",272.0,4,4,7,3,0
60,P00007,Admit6,Tools,17,133.41,INVP00007W000,2025-04-11,W000,ADEQUATE,104,65237.491790771484,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Robertmouth",489.0,4,4,7,3,0
61,P00007,Admit6,Tools,17,133.41,INVP00007W001,2025-01-09,W001,ADEQUATE,196,53497.41146850586,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Port Ryanshire",401.0,4,4,7,3,0
62,P00007,Admit6,Tools,17,133.41,INVP00007W002,2025-01-27,W002,ADEQUATE,178,22279.470611572266,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Stephaniehaven",167.0,4,4,7,3,0
63,P00007,Admit6,Tools,17,133.41,INVP00007W003,2025-06-28,W003,LOW_STOCK,26,3335.2500915527344,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Port Gregory",25.0,3,4,7,3,0
64,P00007,Admit6,Tools,17,133.41,INVP00007W004,2025-01-18,W004,ADEQUATE,187,25748.13070678711,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Hillstad",193.0,4,4,7,3,0
65,P00007,Admit6,Tools,17,133.41,INVP00007W005,2025-02-25,W005,ADEQUATE,149,15208.740417480469,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"South Nicholasport",114.0,4,4,7,3,0
66,P00007,Admit6,Tools,17,133.41,INVP00007W006,2025-06-05,W006,ADEQUATE,49,60301.32165527344,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"New Robin",452.0,4,4,7,3,0
67,P00007,Admit6,Tools,17,133.41,INVP00007W007,2025-06-13,W007,ADEQUATE,41,5736.630157470703,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Kurtbury",43.0,4,4,7,3,0
68,P00007,Admit6,Tools,17,133.41,INVP00007W008,2025-07-06,W008,ADEQUATE,18,8404.83023071289,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"North Davidton",63.0,4,4,7,3,0
69,P00007,Admit6,Tools,17,133.41,INVP00007W009,2025-02-19,W009,ADEQUATE,155,8138.010223388672,42168.0,55.4286,FAST_MOVING,70.0,2025-07-20,4,,,"Marystad",61.0,4,4,7,3,0
70,P00008,Nothing7,Furniture,46,440.17,INVP00008W000,2025-03-30,W000,ADEQUATE,116,117525.39358520508,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Robertmouth",267.0,4,4,7,3,0
71,P00008,Nothing7,Furniture,46,440.17,INVP00008W001,2025-05-23,W001,ADEQUATE,62,32132.41098022461,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Port Ryanshire",73.0,4,4,7,3,0
72,P00008,Nothing7,Furniture,46,440.17,INVP00008W002,2025-03-08,W002,ADEQUATE,138,55021.2516784668,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Stephaniehaven",125.0,4,4,7,3,0
73,P00008,Nothing7,Furniture,46,440.17,INVP00008W003,2025-07-09,W003,ADEQUATE,15,180909.87551879883,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Port Gregory",411.0,4,4,7,3,0
74,P00008,Nothing7,Furniture,46,440.17,INVP00008W004,2025-03-30,W004,ADEQUATE,116,205999.5662841797,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Hillstad",468.0,4,4,7,3,0
75,P00008,Nothing7,Furniture,46,440.17,INVP00008W005,2025-02-22,W005,ADEQUATE,152,42256.3212890625,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"South Nicholasport",96.0,4,4,7,3,0
76,P00008,Nothing7,Furniture,46,440.17,INVP00008W006,2025-01-08,W006,ADEQUATE,197,208640.5863647461,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"New Robin",474.0,4,4,7,3,0
77,P00008,Nothing7,Furniture,46,440.17,INVP00008W007,2025-05-01,W007,ADEQUATE,84,160221.8848876953,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Kurtbury",364.0,4,4,7,3,0
78,P00008,Nothing7,Furniture,46,440.17,INVP00008W008,2025-02-16,W008,ADEQUATE,158,148337.29452514648,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"North Davidton",337.0,4,4,7,3,0
79,P00008,Nothing7,Furniture,46,440.17,INVP00008W009,2025-01-28,W009,ADEQUATE,177,195875.6559753418,67320.0,44.5455,FAST_MOVING,73.33,2025-07-19,5,,,"Marystad",445.0,4,4,7,3,0
80,P00009,Perform8,Clothing,55,219.85,INVP00009W000,2025-02-26,W000,ADEQUATE,148,45508.951263427734,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Robertmouth",207.0,4,4,7,3,0
81,P00009,Perform8,Clothing,55,219.85,INVP00009W001,2025-03-27,W001,ADEQUATE,119,64196.20178222656,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Port Ryanshire",292.0,4,4,7,3,0
82,P00009,Perform8,Clothing,55,219.85,INVP00009W002,2025-06-29,W002,ADEQUATE,25,25062.90069580078,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Stephaniehaven",114.0,4,4,7,3,0
83,P00009,Perform8,Clothing,55,219.85,INVP00009W003,2025-06-03,W003,ADEQUATE,51,95414.90264892578,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Port Gregory",434.0,4,4,7,3,0
84,P00009,Perform8,Clothing,55,219.85,INVP00009W004,2025-02-10,W004,ADEQUATE,164,32098.10089111328,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Hillstad",146.0,4,4,7,3,0
85,P00009,Perform8,Clothing,55,219.85,INVP00009W005,2025-04-20,W005,ADEQUATE,95,59579.351654052734,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"South Nicholasport",271.0,4,4,7,3,0
86,P00009,Perform8,Clothing,55,219.85,INVP00009W006,2025-02-24,W006,ADEQUATE,150,94315.6526184082,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"New Robin",429.0,4,4,7,3,0
87,P00009,Perform8,Clothing,55,219.85,INVP00009W007,2025-04-22,W007,ADEQUATE,93,61118.301696777344,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Kurtbury",278.0,4,4,7,3,0
88,P00009,Perform8,Clothing,55,219.85,INVP00009W008,2025-06-07,W008,ADEQUATE,47,67493.9518737793,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"North Davidton",307.0,4,4,7,3,0
89,P00009,Perform8,Clothing,55,219.85,INVP00009W009,2025-05-06,W009,ADEQUATE,79,64196.20178222656,60940.0,48.5,FAST_MOVING,73.33,2025-07-20,4,,,"Marystad",292.0,4,4,7,3,0
90,P00010,Take9,Tools,24,147.62,INVP00010W000,2025-04-15,W000,ADEQUATE,100,49747.93835449219,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Robertmouth",337.0,4,4,7,3,0
91,P00010,Take9,Tools,24,147.62,INVP00010W001,2025-07-17,W001,ADEQUATE,7,41038.358642578125,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Port Ryanshire",278.0,4,4,7,3,0
92,P00010,Take9,Tools,24,147.62,INVP00010W002,2025-04-29,W002,ADEQUATE,86,34690.69885253906,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Stephaniehaven",235.0,4,4,7,3,0
93,P00010,Take9,Tools,24,147.62,INVP00010W003,2025-07-17,W003,ADEQUATE,7,20223.939331054688,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Port Gregory",137.0,4,4,7,3,0
94,P00010,Take9,Tools,24,147.62,INVP00010W004,2025-05-06,W004,ADEQUATE,79,28638.279052734375,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Hillstad",194.0,4,4,7,3,0
95,P00010,Take9,Tools,24,147.62,INVP00010W005,2025-01-23,W005,ADEQUATE,182,51962.23828125,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"South Nicholasport",352.0,4,4,7,3,0
96,P00010,Take9,Tools,24,147.62,INVP00010W006,2025-01-03,W006,ADEQUATE,202,61409.91796875,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"New Robin",416.0,4,4,7,3,0
97,P00010,Take9,Tools,24,147.62,INVP00010W007,2025-06-07,W007,ADEQUATE,47,15057.239501953125,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Kurtbury",102.0,4,4,7,3,0
98,P00010,Take9,Tools,24,147.62,INVP00010W008,2025-02-01,W008,ADEQUATE,173,14023.899536132812,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"North Davidton",95.0,4,4,7,3,0
99,P00010,Take9,Tools,24,147.62,INVP00010W009,2025-05-12,W009,ADEQUATE,73,18600.119384765625,49984.0,51.1364,FAST_MOVING,73.33,2025-07-15,9,,,"Marystad",126.0,4,4,7,3,0
100,P00011,Simply10,Tools,120,11.56,INVP00011W000,2025-06-06,W000,ADEQUATE,48,4785.8401737213135,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Robertmouth",414.0,4,4,7,3,0
101,P00011,Simply10,Tools,120,11.56,INVP00011W001,2025-01-05,W001,ADEQUATE,200,5467.880198478699,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Port Ryanshire",473.0,4,4,7,3,0
102,P00011,Simply10,Tools,120,11.56,INVP00011W002,2025-04-10,W002,REORDER_NEEDED,105,1121.3200407028198,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Stephaniehaven",97.0,2,4,7,3,1
103,P00011,Simply10,Tools,120,11.56,INVP00011W003,2025-04-24,W003,ADEQUATE,91,3028.720109939575,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Port Gregory",262.0,4,4,7,3,0
104,P00011,Simply10,Tools,120,11.56,INVP00011W004,2025-06-01,W004,REORDER_NEEDED,53,959.480034828186,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Hillstad",83.0,2,4,7,3,1
105,P00011,Simply10,Tools,120,11.56,INVP00011W005,2025-05-17,W005,REORDER_NEEDED,68,242.76000881195068,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"South Nicholasport",21.0,2,4,7,3,1
106,P00011,Simply10,Tools,120,11.56,INVP00011W006,2025-02-11,W006,LOW_STOCK,163,1930.5200700759888,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"New Robin",167.0,3,4,7,3,0
107,P00011,Simply10,Tools,120,11.56,INVP00011W007,2025-07-04,W007,ADEQUATE,20,2878.440104484558,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Kurtbury",249.0,4,4,7,3,0
108,P00011,Simply10,Tools,120,11.56,INVP00011W008,2025-07-04,W008,ADEQUATE,20,2219.5200805664062,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"North Davidton",192.0,4,4,7,3,0
109,P00011,Simply10,Tools,120,11.56,INVP00011W009,2025-04-03,W009,ADEQUATE,112,4739.600172042847,42624.0,54.3333,FAST_MOVING,60.0,2025-07-18,6,,,"Marystad",410.0,4,4,7,3,0
110,P00012,Wait11,Tools,199,375.57,INVP00012W000,2025-07-15,W000,REORDER_NEEDED,9,37932.570739746094,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Robertmouth",101.0,2,4,7,3,1
111,P00012,Wait11,Tools,199,375.57,INVP00012W001,2025-03-11,W001,ADEQUATE,135,122811.39239501953,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Port Ryanshire",327.0,4,4,7,3,0
112,P00012,Wait11,Tools,199,375.57,INVP00012W002,2025-01-18,W002,REORDER_NEEDED,187,18778.500366210938,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Stephaniehaven",50.0,2,4,7,3,1
113,P00012,Wait11,Tools,199,375.57,INVP00012W003,2025-06-06,W003,REORDER_NEEDED,48,46195.110900878906,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Port Gregory",123.0,2,4,7,3,1
114,P00012,Wait11,Tools,199,375.57,INVP00012W004,2025-01-11,W004,ADEQUATE,194,179522.46350097656,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Hillstad",478.0,4,4,7,3,0
115,P00012,Wait11,Tools,199,375.57,INVP00012W005,2025-06-15,W005,REORDER_NEEDED,39,58964.491149902344,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"South Nicholasport",157.0,2,4,7,3,1
116,P00012,Wait11,Tools,199,375.57,INVP00012W006,2025-01-13,W006,REORDER_NEEDED,192,8262.540161132812,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"New Robin",22.0,2,4,7,3,1
117,P00012,Wait11,Tools,199,375.57,INVP00012W007,2025-05-18,W007,REORDER_NEEDED,67,48824.10095214844,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"Kurtbury",130.0,2,4,7,3,1
118,P00012,Wait11,Tools,199,375.57,INVP00012W008,2025-04-22,W008,REORDER_NEEDED,93,57462.21112060547,31328.0,56.8125,FAST_MOVING,53.33,2025-07-17,7,S015,Peters LLC,"North Davidton",153.0,2,4,7,3,1
